ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,Avg_rating,Num_rating,Genres
0743410181,Temptation,Jude Deveraux,2001,Pocket Books,6.666666666666667,9,['Romance']
0671744623,The Heiress,Jude Deveraux,1995,Pocket,8.363636363636363,11,"['Romance', 'Historical']"
0061044636,Mars and Venus on a Date : A Guide to Navigating the 5 Stages of Dating to Create a Loving and Lasting Relationship,John Gray,1998,HarperTorch,6.571428571428571,7,"['Non-Fiction', 'Romance']"
0330294911,Man Who Mistook His Wife for a Hat,Oliver Sacks,0,Pan Books Ltd,7.916666666666667,12,"['Non-Fiction', 'Biography']"
0142002798,"Mary, Called Magdalene",Margaret George,2003,Penguin Books,8.0,8,['Historical']
0451160533,She Who Remembers,Linda Lay Shuler,1989,Signet Book,7.666666666666667,9,"['Historical', 'Fantasy']"
0395927218,The Namesake,Jhumpa Lahiri,2003,Houghton Mifflin Company,8.714285714285714,14,['Historical']
006039384X,Mirror Mirror: A Novel,Gregory Maguire,2003,Regan Books,6.571428571428571,7,['Fantasy']
037576092X,Autobiography of a Fat Bride : True Tales of a Pretend Adulthood,LAURIE NOTARO,2003,Villard,8.0,13,"['Biography', 'Non-Fiction']"
0515133876,Narcissus in Chains (Anita Blake Vampire Hunter (Paperback)),Laurell K. Hamilton,2002,Jove Books,7.909090909090909,22,"['Fantasy', 'Horror', 'Romance']"
0515134503,Obsidian Butterfly (Anita Blake Vampire Hunter (Paperback)),Laurell K. Hamilton,2000,Jove Books,8.090909090909092,11,"['Fantasy', 'Horror', 'Romance']"
0515134457,Blue Moon,Laurell K. Hamilton,1998,Jove Books,8.285714285714286,14,"['Fantasy', 'Horror', 'Romance']"
0515134473,Burnt Offerings (Anita Blake Vampire Hunter (Paperback)),Laurell K. Hamilton,1998,Jove Books,8.4,10,"['Fantasy', 'Horror', 'Romance']"
0515134465,Bloody Bones (Anita Blake Vampire Hunter (Paperback)),Laurell K. Hamilton,1996,Jove Books,8.6,15,"['Fantasy', 'Horror', 'Romance']"
051513452X,The Lunatic Cafe (Anita Blake Vampire Hunter (Paperback)),Laurell K. Hamilton,2002,Jove Books,8.8,10,"['Fantasy', 'Horror', 'Romance']"
0515134481,Circus of the Damned (Anita Blake Vampire Hunter (Paperback)),Laurell K. Hamilton,1995,Jove Books,9.076923076923077,13,"['Fantasy', 'Horror', 'Romance']"
051513449X,Guilty Pleasures (Anita Blake Vampire Hunter (Paperback)),Laurell K. Hamilton,1995,Jove Books,8.473684210526315,19,"['Fantasy', 'Horror', 'Romance']"
081257558X,"Winter's Heart (The Wheel of Time, Book 9)",Robert Jordan,2002,Tor Books,8.333333333333334,9,"['Fantasy', 'Adventure']"
0553212737,Emma,JANE AUSTEN,1984,Bantam,9.555555555555555,9,"['Romance', 'Historical']"
055356983X,Anne Frank's Tales from the Secret Annex,Anne Frank,1994,Bantam Books,8.363636363636363,11,"['Biography', 'Non-Fiction', 'Historical']"
0330352695,Four Letters of Love,Niall Williams,0,Pan Books Ltd,7.666666666666667,6,['Romance']
1860499627,Desert Dawn,Jeanne D'Haem,2003,Virago Press (UK),7.75,4,['Historical']
0684849690,The SECRET DIARY OF ANNE BOLEYN,Robin Maxwell,1998,Touchstone,7.615384615384615,13,"['Historical', 'Biography']"
0515131679,The Gingerbread Man,Maggie Shayne,2001,Jove Books,8.285714285714286,7,"['Fantasy', 'Young Adult']"
0425195449,Naked Prey (Prey),John Sandford,2004,Berkley Publishing Group,8.285714285714286,7,['Thriller']
2290311782,Je Voudrais Que Quelqu'un M'Attende Quelque Part,Anna Gavalda,2001,Editions J'Ai Lu,7.6875,16,['Romance']
1550544683,Jade Peony,Wayson Choy,1995,Harpercollins Canada,7.0,1,['Historical']
0141301104,The Witches (Puffin Novels),Roald Dahl,1998,Puffin Books,8.11111111111111,9,"['Fantasy', 'Young Adult']"
0399148248,Midnight Bayou,Nora Roberts,2001,Putnam Publishing Group,8.571428571428571,14,['Romance']
0425174344,Local Girls,Alice Hoffman,2000,Berkley Publishing Group,6.7,10,"['Young Adult', 'Mystery']"
0671027581,Open Season,Linda Howard,2002,Pocket,7.153846153846154,26,"['Romance', 'Thriller']"
1573229725,Fingersmith,Sarah Waters,2002,Riverhead Books,8.681818181818182,22,"['Mystery', 'Historical']"
0671534726,Heart Song (Logan),V.C. Andrews,1997,Pocket,6.571428571428571,14,"['Romance', 'Young Adult']"
0671873202,Hidden Jewel (Landry),V.C. Andrews,1995,Pocket,6.933333333333334,15,"['Romance', 'Young Adult']"
0671007637,Runaways (Orphans),V.C. Andrews,1998,Pocket,5.444444444444445,9,"['Young Adult', 'Mystery']"
0671534734,Unfinished Symphony (Logan),V.C. Andrews,1997,Pocket,6.65,20,"['Romance', 'Young Adult']"
0671534742,Music in the Night (Logan),V.C. Andrews,1998,Pocket,6.461538461538462,13,"['Romance', 'Young Adult']"
0425136981,Shadowfires,Dean R. Koontz,1994,Berkley Publishing Group,7.2,20,"['Horror', 'Thriller']"
0671673653,All Around the Town,Mary Higgins Clark,1992,Simon &amp; Schuster,7.25,8,"['Mystery', 'Thriller']"
0140378278,Time Cat: The Remarkable Journeys of Jason and Gareth,Lloyd Alexander,1996,Puffin Books,8.625,8,"['Fantasy', 'Adventure']"
0380599236,Spring Moon: A Novel of China,Bette Lord,1982,Avon Books,7.5,8,"['Historical', 'Biography']"
0440224780,The Ranch,DANIELLE STEEL,1998,Dell,8.133333333333333,15,['Romance']
0446671002,The Celestine Prophecy,James Redfield,1995,Warner Books,6.7368421052631575,19,"['Fantasy', 'Adventure']"
0590453653,"Welcome to Dead House (Goosebumps, No 1)",R. L. Stine,1995,Scholastic,7.857142857142857,7,"['Horror', 'Young Adult']"
0679419454,Disclosure,Michael Crichton,1994,Alfred A. Knopf,8.076923076923077,13,"['Thriller', 'Sci-Fi']"
038097729X,Paradise Lost: A Novel of Suspense,J.A. Jance,2001,William Morrow,8.25,4,"['Mystery', 'Thriller']"
0812971043,The Dante Club : A Novel,MATTHEW PEARL,2004,Random House Trade Paperbacks,6.666666666666667,18,"['Mystery', 'Historical']"
0385509510,Under the Banner of Heaven : A Story of Violent Faith,JON KRAKAUER,2003,Doubleday,8.076923076923077,26,"['Non-Fiction', 'Biography']"
0804115761,Thousand Acres,JANE SMILEY,1996,Ivy Books,6.619047619047619,21,['Historical']
8807813025,"Novocento, Un Monologo",Alessandro Baricco,2003,Distribooks Inc,8.75,4,['Historical']
0449219399,Murder at the National Cathedral (Capital Crime Mysteries),Margaret Truman,1992,Fawcett Books,7.0,8,['Mystery']
0441001416,Lyon's Pride (Rowan),Anne McCaffrey,1995,Ace Books,7.444444444444445,9,"['Fantasy', 'Adventure']"
0553564927,"The Last Command (Star Wars: The Thrawn Trilogy, Vol. 3)",Timothy Zahn,1998,Bantam,8.375,8,"['Sci-Fi', 'Adventure']"
1573227889,Tipping the Velvet,Sarah Waters,2000,Riverhead Books,8.25,16,"['Historical', 'Romance']"
0373240007,"Pride Of Jared Mackade (The Mackade Brothers/) (Silhouette Special Edition, No 1000)",Nora Roberts,1995,Silhouette,7.666666666666667,9,['Romance']
0553285920,Silent Partner (Alex Delaware Novels (Paperback)),Jonathan Kellerman,1990,Bantam Books,7.769230769230769,13,"['Mystery', 'Thriller']"
0061097853,The First Eagle (Jim Chee Novels),Tony Hillerman,1999,HarperTorch,7.954545454545454,22,['Mystery']
0671867091,Remember Me,Mary Higgins Clark,1995,Pocket,7.821428571428571,28,"['Mystery', 'Thriller']"
0425147517,The Key to Midnight,Dean R. Koontz,1995,Berkley Publishing Group,7.761904761904762,21,"['Thriller', 'Mystery']"
0345386108,Winter Moon,Dean R. Koontz,1995,Ballantine Books,7.130434782608695,23,"['Horror', 'Thriller']"
0671795554,Remember When,Judith McNaught,1997,Pocket,6.857142857142857,14,['Romance']
0886775981,"To Green Angel Tower, Part 1 (Memory, Sorrow, and Thorn, Book 3)",Tad Williams,1994,Daw Books,8.2,10,['Fantasy']
0515130044,The Attorney,Steve Martini,2001,Jove Books,7.266666666666667,15,['Thriller']
038072118X,Where is Joe Merchant?,Jimmy Buffett,1993,Avon,7.615384615384615,13,['Adventure']
0446608009,The Drowning People,Richard Mason,2000,Warner Vision,7.666666666666667,6,['Mystery']
0553576798,The Other Daughter,LISA GARDNER,1999,Bantam,8.125,16,['Thriller']
0684871483,Kokology : More of the Game of Self-Discovery,Tadahiko Nagao,2000,Fireside,8.75,8,['Non-Fiction']
0446525537,A Walk to Remember,Nicholas Sparks,1999,Warner Books,7.565217391304348,23,"['Young Adult', 'Romance']"
0670894605,The Secret Life of Bees,Sue Monk Kidd,2002,Viking Books,8.774193548387096,31,"['Historical', 'Romance']"
038550117X,Disobedience,Jane Hamilton,2000,Doubleday Books,6.142857142857143,7,['Romance']
1400030927,Jennifer Government,MAX BARRY,2004,Vintage,7.714285714285714,14,['Sci-Fi']
038549744X,English Passengers,Matthew Kneale,2001,Anchor Books/Doubleday,8.666666666666666,6,"['Historical', 'Adventure']"
0345446666,Death in Holy Orders : An Adam Dalgliesh Mystery,P.D. JAMES,2002,Fawcett,8.0,16,['Mystery']
0553255762,Maya Angelou: Poems,MAYA ANGELOU,1996,Bantam,8.538461538461538,13,"['Biography', 'Non-Fiction']"
0671690094,ANNE FRANK: DIARY OF A YOUNG GIRL,Anne Frank,1989,Pocket,8.75,8,"['Biography', 'Historical']"
0446611921,The Millionaires,Brad Meltzer,2002,Warner Vision,7.533333333333333,15,['Thriller']
0525945725,The Darwin Awards: Evolution in Action,Wendy Northcutt,2000,Dutton Books,8.11111111111111,9,['Non-Fiction']
0812967224,The Day I Turned Uncool: Confessions of a Reluctant Grown-Up,Dan Zevin,2002,Villard Books,7.6,5,"['Non-Fiction', 'Humor']"
0380710722,It's Always Something,Gilda Radner,1990,Avon,8.066666666666666,15,"['Biography', 'Non-Fiction']"
0006550576,Red Leaves,Paullina Simons,0,Flamingo,7.444444444444445,9,['Romance']
0679776591,Fugitive Pieces,Anne Michaels,1998,Vintage Books USA,8.428571428571429,7,"['Historical', 'Biography']"
340411566X,Der Club der toten Dichter. Roman.,Nancy H. Kleinbaum,1990,LÃ?Â¼bbe,7.833333333333333,6,['Young Adult']
0670853097,The Stone Diaries,Carol Shields,1994,Viking Books,7.625,8,"['Historical', 'Biography']"
0671000314,FLOOD TIDE,Clive Cussler,1998,Pocket Books,7.666666666666667,9,['Adventure']
0517703963,Midwives,Chris Bohjalian,1997,Random House~trade,8.0,7,"['Historical', 'Mystery']"
087113795X,Peace Like a River,Leif Enger,2001,Grove/Atlantic,8.235294117647058,17,"['Historical', 'Fantasy', 'Adventure']"
0446522597,The Winner,David Baldacci,1997,Warner Books,7.428571428571429,7,['Thriller']
0066209773,"The Master Butchers Singing Club : A Novel (Erdrich, Louise)",Louise Erdrich,2003,HarperCollins,9.0,9,"['Historical', 'Mystery']"
1558746226,A Second Chicken Soup for the Woman's Soul (Chicken Soup for the Soul Series),Jack Canfield,1998,Health Communications,7.666666666666667,18,['Non-Fiction']
0375502912,Seabiscuit: An American Legend,LAURA HILLENBRAND,2001,Random House,8.571428571428571,7,"['Biography', 'Non-Fiction']"
0375506276,The Fourth Hand,JOHN IRVING,2001,Random House,7.666666666666667,15,"['Mystery', 'Thriller']"
0440234700,The Bridegroom,Joan Johnston,1999,Island,7.857142857142857,7,['Romance']
0743237196,Fall on Your Knees,Ann-Marie MacDonald,2002,Simon &amp; Schuster,8.5,8,"['Historical', 'Mystery']"
0684803968,LET ME CALL YOU SWEETHEART,Mary Higgins Clark,1995,Simon &amp; Schuster,7.846153846153846,13,"['Mystery', 'Thriller']"
0553582364,A Traitor to Memory,Elizabeth George,2002,Bantam Books,7.625,16,"['Mystery', 'Thriller']"
0446611476,Stone Kiss,Faye Kellerman,2003,Warner Books,7.833333333333333,12,"['Mystery', 'Thriller']"
0553284363,Payment in Blood,Elizabeth George,1990,Bantam Books,7.846153846153846,13,"['Mystery', 'Thriller']"
0451200152,The Town,Bentley Little,2000,Signet Book,7.1,10,['Horror']
0743411331,Never Change,Elizabeth Berg,2002,Washington Square Press,7.0,8,"['Mystery', 'Romance']"
0451451430,Nightseer,Laurell K. Hamilton,2004,Roc,5.636363636363637,11,"['Fantasy', 'Horror']"
0345440781,The Redemption of Althalus,David Eddings,2001,Del Rey Books,7.125,8,[]
0743431014,Songs of the Humpback Whale : A Novel in Five Voices,Jodi Picoult,2001,Washington Square Press,6.0,6,['Non-Fiction']
051770739X,Downsize This!,Michael Moore,1996,Crown Publishers,6.166666666666667,6,['Non-Fiction']
0451203771,Scarlet Feather,Maeve Binchy,2002,Signet Book,7.9714285714285715,35,['Romance']
0515124893,Homeport,Nora Roberts,1999,Jove Books,7.0,13,"['Romance', 'Fantasy']"
0671528203,Stillwatch,Mary Higgins Clark,1997,Pocket,7.846153846153846,13,"['Romance', 'Thriller']"
0812540336,"The Visitant (The Anasazi Mysteries, Book 1)",Kathleen O'Neal Gear,2000,Tor Books,8.166666666666666,6,['Mystery']
0061012165,Glimmering,Elizabeth Hand,1998,HarperTorch,6.6,5,['Horror']
0553210793,The Adventures of Huckleberry Finn (Bantam Classics),MARK TWAIN,1981,Bantam,8.095238095238095,21,"['Historical', 'Adventure']"
0786867647,Lucky Man: A Memoir,Michael J. Fox,2002,Hyperion,8.564102564102564,39,"['Biography', 'Non-Fiction']"
0515133973,Midnight Bayou,Nora Roberts,2004,Jove Books,7.852941176470588,34,"['Romance', 'Paranormal', 'Fantasy']"
0425097722,Fatherhood,Bill Cosby,1994,Berkley Publishing Group,7.625,16,"['Historical', 'Biography']"
067189109X,The Blessing,Jude Deveraux,1999,Pocket Star,6.363636363636363,11,"['Young Adult', 'Dystopian', 'Fantasy']"
0440229499,Gathering Blue (Readers Circle),LOIS LOWRY,2002,Laurel Leaf,9.11111111111111,9,"['Historical', 'Thriller']"
0671702513,The Prize,Julie Garwood,1991,Pocket,7.5,12,['Romance']
0449911594,Dinner at the Homesick Restaurant : A Novel,ANNE TYLER,1996,Ballantine Books,8.0,6,['Non-Fiction']
0151002290,East of the Mountains,David Guterson,1999,Harcourt,7.555555555555555,9,['Romance']
0385333412,Dating Big Bird,Laura Zigman,2001,Delta,7.266666666666667,15,"['Biography', 'Non-Fiction']"
0060084405,Bread Alone : A Novel,Judith R. Hendricks,2002,Perennial,8.285714285714286,7,"['Romance', 'Humor', 'Novel']"
0345445848,Big Cherry Holler: A Big Stone Gap Novel (Ballantine Reader's Circle),Adriana Trigiani,2002,Ballantine Books,7.848484848484849,33,['Novel']
0140430016,Wuthering Heights (Penguin Classics),Emily Bronte,1985,Penguin USA,7.636363636363637,11,"['Historical', 'Romance']"
0099740516,Fall on Your Knees,Ann-Marie MacDonald,1997,Vintage,8.0,4,"['Historical', 'Romance']"
0689824750,Among the Hidden,Margaret Peterson Haddix,2000,Aladdin,8.2,5,"['Sci-Fi', 'Young Adult']"
0553246895,The Heart of a Woman,Maya Angelou,1984,Bantam Books,9.333333333333334,3,"['Biography', 'Non-Fiction']"
0385501560,Choke,Chuck Palahniuk,2001,Doubleday Books,8.416666666666666,12,"['Horror', 'Thriller']"
0446525774,Saving Faith,David Baldacci,1999,Warner Books,7.833333333333333,6,"['Thriller', 'Mystery']"
006440630X,The Midwife's Apprentice (Trophy Newbery),Karen Cushman,1996,HarperTrophy,7.25,12,"['Historical', 'Young Adult']"
0553565060,Deception,Amanda Quick,1994,Bantam,6.9,10,"['Romance', 'Mystery']"
0345430573,A Certain Justice (Adam Dalgliesh Mysteries (Paperback)),P. D. James,1999,Ballantine Books,8.5,8,"['Mystery', 'Thriller']"
0671507036,Montana 1948 : Montana 1948,Larry Watson,1995,Washington Square Press,8.153846153846153,13,"['Historical', 'Mystery']"
0821776037,Whispers,Lisa Jackson,2003,Kensington Publishing Corporation,7.0,8,"['Romance', 'Thriller']"
0142001821,The Passion of Artemisia,Susan Vreeland,2002,Penguin Books,7.785714285714286,14,"['Historical', 'Biography']"
0380719185,Princess: A True Story of Life Behind the Veil in Saudi Arabia,Jean P. Sasson,1997,Avon Books,8.090909090909092,11,"['Biography', 'Non-Fiction']"
0452281903,A Man Named Dave: A Story of Triumph and Forgiveness,David J. Pelzer,2000,Plume Books,7.64,25,"['Biography', 'Non-Fiction']"
0385316917,Special Delivery,Danielle Steel,1997,Delacorte Press,6.625,8,['Romance']
0385335431,Answered Prayers,Danielle Steel,2002,Delacorte Press,6.454545454545454,11,['Romance']
0385333463,His Bright Light: The Story of Nick Traina,Danielle Steel,1998,Delacorte Press,8.4,5,"['Biography', 'Non-Fiction']"
0440205573,Star,Danielle Steel,1990,Dell,6.9,10,['Romance']
0440221501,Lightning,DANIELLE STEEL,1996,Dell,7.5,8,['Romance']
0385313012,Silent Honor,Danielle Steel,1996,Delacorte Press,7.0,5,"['Historical', 'Romance']"
0385333064,The House on Hope Street,Danielle Steel,2000,Delacorte Press,8.1,10,['Romance']
0440201926,Kaleidoscope,Danielle Steel,1988,Dell,7.428571428571429,14,['Romance']
0440176484,Secrets,DANIELLE STEEL,1986,Dell,6.944444444444445,18,['Romance']
0553576143,The Cry of the Halidon,Robert Ludlum,1996,Bantam Books,6.909090909090909,11,"['Adventure', 'Thriller']"
0446612731,The Black Echo,Michael Connelly,2002,Warner Books,8.333333333333334,9,"['Mystery', 'Thriller']"
0670894184,Back Roads,Tawni O'Dell,2000,Viking Books,7.076923076923077,26,['Romance']
0486270629,A Doll's House,Henrik Ibsen,1992,Dover Publications,7.0,7,['Historical']
0440236053,Writ of Execution,Perri O'Shaughnessy,2002,Dell Publishing Company,7.388888888888889,18,"['Thriller', 'Mystery']"
0440216818,Daybreak,Belva Plain,1995,Dell Publishing Company,7.25,8,"['Romance', 'Historical']"
0446526126,Ten Things I Wish I'd Known Before I Went Out into the Real World,Maria Shriver,2000,Warner Books,7.666666666666667,9,"['Non-Fiction', 'Biography']"
0385319568,The Long Road Home,DANIELLE STEEL,1998,Delacorte Press,7.625,8,"['Romance', 'Historical']"
0062515845,The Invitation,Oriah Mountain Dreamer,1999,Harper SanFrancisco,8.25,4,"['Non-Fiction', 'Biography']"
0679454497,Blood and Gold (Vampire Chronicles),Anne Rice,2001,Alfred A. Knopf,7.8125,16,"['Fantasy', 'Horror']"
0505525178,Improper English,Katie Macalister,2003,Love Spell,7.0,6,"['Romance', 'Comedy']"
0441008658,Spindle's End,Robin McKinley,2001,Ace Books,8.333333333333334,9,"['Fantasy', 'Young Adult']"
0345368991,The Chronicles of Pern: 1st Fall (The Dragonriders of Pern),Anne McCaffrey,1994,Del Rey Books,7.75,12,"['Sci-Fi', 'Fantasy', 'Adventure']"
038542017X,"Like Water for Chocolate : A Novel in Monthly Installments with Recipes, Romances, and Home Remedies",LAURA ESQUIVEL,1995,Anchor,7.690476190476191,42,"['Romance', 'Fantasy', 'Historical']"
038079828X,Petals on the River (Avon Historical Romance),Kathleen E. Woodiwiss,1998,Avon,6.0,10,"['Romance', 'Historical']"
0671010085,One Pink Rose (Clayborne Brides),Julie Garwood,1997,Pocket,7.9,10,"['Romance', 'Historical']"
0345457641,A Thousand Days in Venice: An Unexpected Romance (Ballantine Reader's Circle),Marlena De Blasi,2003,Ballantine Books,7.6,10,"['Romance', 'Biography', 'Non-Fiction']"
0515111317,The Heiress Bride (Bride Trilogy (Paperback)),Catherine Coulter,2001,Jove Books,7.090909090909091,11,['Romance']
0446356611,Rage of Angels,Sidney Sheldon,1988,Warner Books,7.818181818181818,11,['Thriller']
0446350109,Windmills of the Gods,Sidney Sheldon,1987,Warner Books,6.461538461538462,13,['Thriller']
0553574574,Beach Music,Pat Conroy,1996,Bantam Books,7.727272727272727,33,"['Romance', 'Historical']"
0812534832,Demons Don't Dream (Xanth),Piers Anthony,1994,Tor Books,6.888888888888889,9,"['Fantasy', 'Adventure']"
0060194790,Waiting : The True Confessions of a Waitress,Debra Ginsberg,2000,HarperCollins Publishers,6.888888888888889,9,"['Non-Fiction', 'Biography']"
0452280397,Paradise,Toni Morrison,1999,Plume Books,8.285714285714286,7,['Historical']
0140265988,Falling Leaves Brit Edition,Adeline Yen Mah,0,Penguin Putnam~trade,8.076923076923077,13,"['Biography', 'Non-Fiction']"
0375724443,Ava's Man,Rick Bragg,2002,Vintage Books USA,8.4,5,['Biography']
034541005X,The Power of One,Bryce Courtenay,1992,Ballantine Books,9.4,5,"['Historical', 'Adventure']"
059045370X,"Let's Get Invisible! (Goosebumps, No 6)",R. L. Stine,1995,Scholastic,6.5,6,"['Horror', 'Young Adult']"
0688163165,Mystic River,Dennis Lehane,2001,William Morrow &amp; Company,8.714285714285714,14,"['Thriller', 'Mystery']"
0064400204,Sounder,William H. Armstrong,1972,HarperTrophy,7.4,5,['Historical']
